"COD_GERENCIA_CATASTRO","COD_CCAA_INE","COD_DELEGACION_CATASTRO","COD_PROVINC_INE","COD_MUNICIPIO_CATASTRO","COD_MUNICIPIO_INE","COD_MUNICIPIO_IGN","ARH","TIPO_EXPLOTACION","AC","CC","VB_SUBPARCE","TIPO_FINCA","PCATASTRAL1","PCATASTRAL2","CARGO","SUBPARCELA","SUPERFICIE","SUP_SUBPARCELA","SUP_CONSTRUIDA","V_SUELO","VALOR_CALCULADO","VALOR_CALCULADO_SUBPARCELA","PORC_VCALC_SUBPARC","CLASIF_VCALC_SUBPARC","V_CONSTRUCCION","V_CATASTRAL","V_CATASTRAL_SUBPARCELA","V_CATASTRAL_SUBPAR_HECTAREA","PORC_SUPERF","CLASIF_SUPERF_SUBPARC","N_SUPARCELAS","RN","ID_MUESTRA","FECHA_EFECTO","MES_EFECTO","ANIO_EFECTO","ANIO_IAMIR","ID_ESTADO","ID_MOTIVO_ESTADO","VALOR_TRANS","VALOR_TRANS_SUBPARCELA","ANIO_ASIGNA_ESTADO","COORX","COORY","NINTERNO","IP","TIPO","AATIPO","CIRCULARIDAD","CONVEXIDAD","ELONGACION","PLUVIOMETRIA","TIPO_VERANO","ETP","VER","TMAX","TM","TMIN","CLASIF","INV","ARIDEZ","TUSEC","TUREG","REGIHU","REGITE","PLU","PSECO","PFRIO","PCAL","FECHA_CALC","ID_SUBPARCELA","ALTURA_MEDIA","PENDIENTE_MEDIA","POTENCIALAGROLOGICO","ORIENTACION_MEDIA","1_DISTANCIA","1_DELEG","1_MUNIC","1_MVRVALOR","1_ZON_VAL","2_DISTANCIA","2_DELEG","2_MUNIC","2_MVRVALOR","2_ZON_VAL","3_DISTANCIA","3_DELEG","3_MUNIC","3_MVRVALOR","3_ZON_VAL","4_DISTANCIA","4_DELEG","4_MUNIC","4_MVRVALOR","4_ZON_VAL","5_DISTANCIA","5_DELEG","5_MUNIC","5_MVRVALOR","5_ZON_VAL","6_DISTANCIA","6_DELEG","6_MUNIC","6_MVRVALOR","6_ZON_VAL","7_DISTANCIA","7_DELEG","7_MUNIC","7_MVRVALOR","7_ZON_VAL","8_DISTANCIA","8_DELEG","8_MUNIC","8_MVRVALOR","8_ZON_VAL","9_DISTANCIA","9_DELEG","9_MUNIC","9_MVRVALOR","9_ZON_VAL"
8,7,45,45,167,166,"45166",827,"AGR","TAS","C-",4320,"RUS","45167A0","3000025",0,"0",34831,34831,,,15046.99,15046.99,100,1,,2645.32,2645.32,759.47,100,1,1,1,840549,"14/05/2015","05","2015",2016,1,,13932.38,13932.38,2016,-394270.00126,4816957.49999,184861849,2,18.030363,1989,0.576,0.995,0.565,,"",750,4,34,14,,67,7,3,10,40,4,18,500,5,6,2,01/04/2016,150749726,703.01,0.33,2,79.96,3121.11,45,167,210,"PU41",3899.58,45,167,210,"PU41",4110.7,45,167,210,"PR46",8169.51,45,176,100,"U42",8267.58,45,176,100,"U41",8328.55,45,176,100,"PU42",9448.11,45,150,100,"U47",9783.71,45,150,100,"R51",9784.38,45,150,100,"R52"
8,7,45,45,167,166,"45166",827,"AGR","TAS","C-",4320,"RUS","45167A0","6200026",0,"0",4669,4669,,,2017.01,2017.01,100,1,,354.48,354.48,759.22,100,1,1,1,1155550,"16/02/2016","02","2016",2016,1,,6683,6683,2016,-393291.6161,4814080.27931,184862289,2,18.030363,1989,0.594,1,0.294,351.1,"BSk",750,4,34,14,5,67,7,3,10,40,4,18,500,5,6,2,05/05/2016,150725540,702.57,0.12,2,200.76,4488.65,45,167,210,"PU41",5403.07,45,167,210,"PU41",5704.85,45,167,210,"R46",7468.3,45,176,100,"U42",7604.66,45,176,100,"U41",7712.96,45,176,100,"PU42",10195.19,45,150,100,"U47",10558.65,45,150,100,"R51",10574.01,45,150,100,"R52"
8,7,45,45,167,166,"45166",827,"AGR","TAS","C-",4320,"RUS","45167A0","6400082",0,"0",25089,25089,,,10838.45,10838.45,100,1,,1905.39,1905.39,759.45,100,1,1,1,497895,"13/02/2015","02","2015",2016,2,,9373,9373,2015,-391066.02143,4820464.31776,184862300,2,18.030363,1989,0.7,0.99,0.35,353.84,"BSk",750,4,34,14,5,67,7,3,10,40,4,18,500,5,6,2,05/08/2015,150755538,648.52,0.88,2,277.62,381.96,45,167,210,"PU41",421.02,45,167,210,"PU41",611.64,45,167,210,"PR46",6204.51,45,150,100,"U47",6490.39,45,150,100,"R52",6491.62,45,150,100,"R51",8879.54,45,72,210,"U44",9089.65,45,72,210,"U43",10477.86,45,72,210,"PU43"
8,7,45,45,167,166,"45166",827,"AGR","TAS","C-",4320,"RUS","45167A0","6500053",0,"0",7535,7535,,,3255.12,3255.12,100,1,,343.26,343.26,455.55,100,1,1,1,1128089,"15/10/2015","10","2015",2016,1,,2000,2000,2016,-394634.45915,4820742.24975,184862352,4,10.818218,1989,0.757,0.996,0.332,,"",750,4,34,14,,67,7,3,10,40,4,18,500,5,6,2,01/04/2016,150756156,662.49,3.22,2,248.79,2813.01,45,167,210,"R46",2931.92,45,167,210,"PR46",2946.71,45,167,210,"R45",8938.94,45,150,100,"U47",9191.24,45,150,100,"R52",9193.76,45,150,100,"R51",9838.72,45,194,100,"U48",9872.14,45,72,210,"U44",9920.35,45,194,100,"U45"
8,7,45,45,167,166,"45166",827,"AGR","TAS","C-",4320,"RUS","45167A0","6500055",0,"0",3054,3054,,,1319.33,1319.33,100,1,,231.83,231.83,759.1,100,1,1,1,818449,"11/06/2015","06","2015",2016,1,,400,400,2016,-394847.80233,4820606.42365,184862475,2,18.030363,1989,0.704,1,0.277,,"",750,4,34,14,,67,7,3,10,40,4,18,500,5,6,2,01/04/2016,150756159,660.66,1.93,2,21.18,2974.09,45,167,210,"R46",3087.93,45,167,210,"PR46",3108.14,45,167,210,"R45",9094.57,45,150,100,"U47",9350.55,45,150,100,"R52",9352.94,45,150,100,"R51",9706.48,45,194,100,"U48",9784.07,45,194,100,"U45",9819.15,45,194,100,"U46"
8,7,45,45,167,166,"45166",827,"AGR","TAS","C-",4320,"RUS","45167A0","7100048",0,"0",17359,17359,,,7499.09,7499.09,100,1,,1230.4,1230.4,708.8,100,1,1,1,1145938,"09/12/2015","12","2015",2016,1,,5050,5050,2016,-399970.84866,4817359.66319,184862561,3,16.828339,1989,0.577,0.998,0.439,,"",750,4,34,14,,67,7,3,10,40,4,18,500,5,6,2,01/04/2016,150754373,701.25,2.13,2,197.97,6696.73,45,176,100,"PU42",6732.91,45,176,100,"U41",6739.77,45,176,100,"U42",7243.54,45,167,210,"PU41",7564.59,45,167,210,"R46",7636.31,45,167,210,"PR46",8096.25,45,194,100,"U45",8145.42,45,194,100,"U46",8182.98,45,194,100,"U48"
8,7,45,45,167,166,"45166",827,"AGR","TAS","C-",4320,"RUS","45167A0","7700045",0,"0",18417,18417,,,7956.14,7956.14,100,1,,1398.64,1398.64,759.43,100,1,1,1,568774,"02/09/2014","09","2014",2016,2,,5868,5868,2015,-398041.68795,4820215.89735,184862590,2,18.030363,1989,0.36,1,0.712,361.24,"BSk",750,4,34,14,5,67,7,3,10,40,4,18,500,5,6,2,07/10/2015,150754395,702.62,0.27,2,157.38,5407.93,45,167,210,"R46",5532.38,45,167,210,"PR46",5539.9,45,167,210,"R45",7613.59,45,194,100,"U48",7645.56,45,194,100,"U45",7681.29,45,194,100,"U46",9031.01,45,176,100,"U42",9031.9,45,176,100,"PU42",9049.87,45,176,100,"U41"
8,7,45,45,167,166,"45166",827,"AGR","TAS","C-",4320,"RUS","45167A0","6100052",0,"0",22275,22275,,,9622.8,9622.8,100,1,,1691.69,1691.69,759.46,100,1,1,1,569846,"03/07/2014","07","2014",2016,2,,9800,9800,2015,-394089.11243,4810498.2607,184862856,2,18.030363,1989,0.684,0.998,0.03,345.89,"BSk",750,4,34,14,5,67,7,3,10,40,4,18,500,5,6,2,08/10/2015,150729731,701.54,0.08,2,149.6,5668.52,45,176,100,"U42",5828.67,45,176,100,"U41",6003.14,45,176,100,"PU42",7141.5,45,167,210,"PU41",8052.44,45,167,210,"PU41",8339.2,45,167,210,"PU41",12428.45,45,150,100,"U47",12790.52,45,150,100,"R51",12792.35,45,150,100,"U47"
8,7,45,45,167,166,"45166",827,"AGR","TAS","C-",4320,"RUS","45167A0","6500076",0,"0",15730,15730,,,6795.36,6795.36,100,1,,1194.61,1194.61,759.45,100,1,1,1,568773,"02/09/2014","09","2014",2016,2,,5012,5012,2015,-397625.50379,4820000.49821,184862990,2,18.030363,1989,0.781,1,0.065,361.24,"BSk",750,4,34,14,5,67,7,3,10,40,4,18,500,5,6,2,07/10/2015,150756231,702.47,0.36,2,59.76,5107.03,45,167,210,"R46",5219.83,45,167,210,"PU41",5222.95,45,167,210,"PR46",8001.59,45,194,100,"U48",8030.28,45,194,100,"U45",8066.04,45,194,100,"U46",9076.03,45,176,100,"U42",9088.26,45,176,100,"PU42",9101.34,45,176,100,"U41"
8,7,45,45,167,166,"45166",827,"AGR","TAS","C-",4320,"RUS","45167A0","1100086",0,"0",10700,10700,,,4622.4,4622.4,100,1,,487.5,487.5,455.61,100,1,1,1,955977,"01/10/2013","10","2013",2016,2,,3000,3000,2015,-386749.27826,4821896.81258,184863278,4,10.818218,1989,0.72,1,0.284,360.32,"BSk",750,4,34,14,5,67,7,3,10,40,4,18,500,5,6,2,10/11/2015,150752728,658.25,2.62,2,155.39,1851.06,45,167,210,"PU41",1947.88,45,167,210,"PU40",2051.81,45,167,210,"R44",2745.35,45,150,100,"U47",3017.23,45,150,100,"R52",3018.67,45,150,100,"R51",7498.76,45,72,210,"U44",7641.2,45,72,210,"U43",8955.97,45,72,210,"PU43"
8,7,45,45,167,166,"45166",827,"AGR","TAS","C-",4320,"RUS","45167A0","1400107",0,"a",8351,8337,,,3601.58,3601.58,100,1,,633.1,633.1,759.39,99.83,1,2,1,818442,"24/04/2015","04","2015",2016,1,,1800,1800,2016,-383775.44019,4818331.22492,184863412,2,18.030363,1989,0.718,0.999,0.236,,"",750,1,34,14,,61,7,3,10,40,4,3,500,5,6,2,01/04/2016,150751045,654.43,0.82,2,308.17,3296.97,45,150,100,"U47",3421.75,45,150,100,"U47",3582.37,45,150,100,"R51",4059.26,45,167,210,"PU41",4849.91,45,167,210,"PU40",4869.31,45,167,210,"PU41",8678.25,45,186,450,"U43",9039.96,45,186,450,"PU44",9495.69,45,186,450,"PR48"
8,7,45,45,167,166,"45166",827,"AGR","TAS","C-",4320,"RUS","45167A0","0900025",0,"0",11383,11383,,,4917.46,4917.46,100,1,,806.77,806.77,708.75,100,1,1,1,818441,"24/04/2015","04","2015",2016,1,,2440,2440,2016,-386389.11661,4824466.09541,184863447,3,16.828339,1989,0.622,0.999,0.405,,"",750,4,34,14,,67,7,3,10,40,4,18,500,5,6,2,01/04/2016,150752747,659.51,2.06,2,277.28,2698.08,45,167,210,"R45",2717.37,45,150,100,"U47",2785.29,45,150,100,"R52",2793.53,45,167,210,"R46",2800.91,45,167,210,"R44",2812.59,45,150,100,"R51",5568.2,45,72,210,"U44",5683.23,45,72,210,"U43",6970.98,45,72,210,"PU43"
8,7,45,45,142,141,"45141",827,"AGR","TAS","C-",4320,"RUS","45142A0","0700019",0,"0",9565,9565,,,4132.08,4132.08,100,1,,96.7,96.7,101.1,100,1,1,1,955120,"19/11/2013","11","2013",2016,2,,4300,4300,2015,-360792.22625,4796655.27883,184863656,5,2.404048,1989,0.504,0.938,0.289,365.57,"BSk",750,1,34,14,5,61,7,3,10,45,4,3,500,5,6,2,10/11/2015,150748184,671.53,0.22,2,129.91,741.4,45,142,100,"R52",822.06,45,142,100,"R51",921.4,45,142,100,"R52",9708.32,45,187,210,"R49",9831.74,45,187,210,"R48",9951.17,45,187,210,"R49",10824.34,45,188,210,"U45",11097.71,45,188,210,"U45",11172.37,13,5,450,"U43"
8,7,45,45,142,141,"45141",827,"AGR","TAS","C-",4320,"RUS","45142A0","0700047",0,"0",6860,6860,,,2963.52,2963.52,100,1,,156.18,156.18,227.67,100,1,1,1,1144195,"15/12/2015","12","2015",2016,1,,3000,3000,2016,-360460.86371,4797154.79488,184863667,4,5.409109,1989,0.718,0.979,0.284,,"",750,1,34,14,,61,7,3,10,45,4,3,500,5,6,2,01/04/2016,150725791,670.57,1.32,2,18.34,1277.53,45,142,100,"R52",1360.39,45,142,100,"R51",1455.47,45,142,100,"R52",9366.57,45,187,210,"R49",9486.9,45,187,210,"R48",9614.41,45,187,210,"R49",11343.7,45,188,210,"U45",11618.72,45,188,210,"U45",11633.01,13,5,450,"U43"
8,7,45,45,167,166,"45166",827,"AGR","TAS","C-",4320,"RUS","45167A0","0900052",0,"0",7766,7766,,,3354.91,3354.91,100,1,,550.37,550.37,708.69,100,1,1,1,830480,"18/09/2015","09","2015",2016,1,,1942,1942,2016,-388827.88109,4823579.21959,184863989,3,16.828339,1989,0.648,1,0.162,,"",750,4,34,14,,67,7,3,10,40,4,18,500,5,6,2,01/04/2016,150752984,640.66,3.31,2,307.73,758.13,45,167,210,"R45",848.21,45,167,210,"R46",907.57,45,167,210,"R44",4308.92,45,150,100,"U47",4478.52,45,150,100,"R52",4492.19,45,150,100,"R51",6184.66,45,72,210,"U44",6380.81,45,72,210,"U43",7752.09,45,72,210,"PU43"
8,7,45,45,167,166,"45166",827,"AGR","TAS","C-",4320,"RUS","45167A0","1600038",0,"0",22498,22498,,,9719.14,9719.14,100,1,,1708.63,1708.63,759.46,100,1,1,1,1132191,"22/10/2015","10","2015",2016,1,,5000,5000,2016,-380402.16884,4817330.68651,184864006,2,18.030363,1989,0.736,1,0.17,,"",750,4,34,14,,67,8,3,10,40,4,18,500,4,6,2,01/04/2016,150753822,721.8,3.65,2,274.12,4371.17,45,150,100,"U47",4594.83,45,150,100,"U47",4623.55,45,150,100,"R51",6410.94,45,186,450,"U43",6776.89,45,186,450,"PU44",6826.64,45,167,210,"PU41",7019.26,45,186,450,"R48",7584.92,45,167,210,"PU40",7633.4,45,167,210,"PU41"
8,7,45,45,167,166,"45166",827,"AGR","TAS","C-",4320,"RUS","45167A0","1900009",0,"0",43028,43028,,,18588.1,18588.1,100,1,,3267.9,3267.9,759.48,100,1,1,1,818448,"28/05/2015","05","2015",2016,1,,24000,24000,2016,-384783.3841,4810660.6611,184864043,2,18.030363,1989,0.534,1,0.645,,"",750,4,34,14,,67,7,3,10,40,4,18,500,5,6,2,01/04/2016,150749187,697.6,0.53,2,279.17,7168.29,45,186,450,"U43",7414.69,45,186,450,"PU44",7779.12,45,167,210,"PU41",7781.53,45,167,210,"PU41",8172.41,45,186,450,"PU43",8354.75,45,167,210,"PU41",9056.81,45,150,100,"U47",9140.32,45,150,100,"U47",9325.42,45,150,100,"R51"
8,7,45,45,167,166,"45166",827,"AGR","TAS","C-",4320,"RUS","45167A0","0400059",0,"0",26788,26788,,,11572.42,11572.42,100,1,,1898.82,1898.82,708.83,100,1,1,1,818460,"26/06/2015","06","2015",2016,1,,4697,4697,2016,-393900.90959,4827186.28012,184864129,3,16.828339,1989,0.604,0.965,0.269,,"",750,4,34,14,,67,7,3,10,40,4,18,500,5,6,2,01/04/2016,150730690,704.08,0.72,2,221.52,4173.72,45,167,210,"R46",4433.53,45,167,210,"R45",4485.04,45,167,210,"R45",5688.31,45,72,210,"U44",5895.4,45,72,210,"U43",7088.83,45,72,210,"PU43",8781.87,45,150,100,"U47",8864.74,45,150,100,"R52",8891.81,45,150,100,"R51"
8,7,45,45,167,166,"45166",827,"AGR","TAS","C-",4320,"RUS","45167A0","0900070",0,"0",3376,3376,,,1458.43,1458.43,100,1,,239.19,239.19,708.5,100,1,1,1,558434,"22/05/2014","05","2014",2016,3,24,6077,6077,2015,-388341.85461,4823247.77611,184864288,3,16.828339,1989,0.388,1,0.827,359.21,"BSk",750,4,34,14,5,67,7,3,10,40,4,18,500,5,6,2,06/10/2015,150750529,643.69,2.1,2,321.03,1021.1,45,167,210,"R45",1107.16,45,167,210,"R46",1113.88,45,167,210,"R44",3926.14,45,150,100,"U47",4115.18,45,150,100,"R52",4125.51,45,150,100,"R51",6407.21,45,72,210,"U44",6595.29,45,72,210,"U43",7954.6,45,72,210,"PU43"
8,7,45,45,167,166,"45166",827,"AGR","TAS","C-",4320,"RUS","45167A0","0900071",0,"0",6882,6882,,,2973.02,2973.02,100,1,,487.7,487.7,708.66,100,1,1,1,1143975,"17/12/2015","12","2015",2016,1,,9210,9210,2016,-388306.74932,4823275.44125,184864289,3,16.828339,1989,0.539,1,0.509,,"",750,4,34,14,,67,7,3,10,40,4,18,500,5,6,2,01/04/2016,150750531,644.39,2.37,2,293.79,1080.02,45,167,210,"R45",1160.71,45,167,210,"R46",1165.08,45,167,210,"R44",3957.5,45,150,100,"U47",4140.98,45,150,100,"R52",4152.25,45,150,100,"R51",6453.35,45,72,210,"U44",6639.65,45,72,210,"U43",7996.89,45,72,210,"PU43"
8,7,45,45,167,166,"45166",827,"AGR","TAS","C-",4320,"RUS","45167A0","0900073",0,"0",4972,4972,,,2147.9,2147.9,100,1,,377.5,377.5,759.25,100,1,1,1,1124971,"16/10/2015","10","2015",2016,1,,7200,7200,2016,-388252.60675,4823338.15029,184864291,2,18.030363,1989,0.474,1,0.583,,"",750,4,34,14,,67,7,3,10,40,4,18,500,5,6,2,01/04/2016,150750534,645.32,2.31,2,295.18,1135.85,45,167,210,"R45",1218.59,45,167,210,"R46",1223.85,45,167,210,"R44",3921,45,150,100,"U47",4100.65,45,150,100,"R52",4112.54,45,150,100,"R51",6403.16,45,72,210,"U44",6588.39,45,72,210,"U43",7944.42,45,72,210,"PU43"
8,7,45,45,167,166,"45166",827,"AGR","TAS","C-",4320,"RUS","45167A0","0900075",0,"0",7980,7980,,,3447.36,3447.36,100,1,,565.52,565.52,708.67,100,1,1,1,497870,"26/01/2015","01","2015",2016,3,24,10374,10374,2015,-388163.29101,4823179.30967,184864294,3,16.828339,1989,0.79,1,0.35,359.21,"BSk",750,4,34,14,5,67,7,3,10,40,4,18,500,5,6,2,05/08/2015,150750691,647.43,0.64,2,166.27,1116.35,45,167,210,"R45",1177.27,45,167,210,"PU40",1184,45,167,210,"R44",3797.28,45,150,100,"U47",3990.03,45,150,100,"R52",3999.68,45,150,100,"R51",6453.61,45,72,210,"U44",6637.07,45,72,210,"U43",7990.91,45,72,210,"PU43"
8,7,45,45,167,166,"45166",827,"AGR","TAS","C-",4320,"RUS","45167A0","0900076",0,"0",5347,5347,,,2309.9,2309.9,100,1,,378.91,378.91,708.64,100,1,1,1,497865,"26/01/2015","01","2015",2016,3,24,6951,6951,2015,-388009.97389,4823113.05692,184864295,3,16.828339,1989,0.33,0.91,0.51,359.21,"BSk",750,4,34,14,5,67,7,3,10,40,4,18,500,5,6,2,05/08/2015,150750693,648.08,2.36,2,221.74,1176.85,45,167,210,"R45",1231.18,45,167,210,"PU40",1238.12,45,167,210,"R44",3646.13,45,150,100,"U47",3840.87,45,150,100,"R52",3850.11,45,150,100,"R51",6524.49,45,72,210,"U44",6706.64,45,72,210,"U43",8058.75,45,72,210,"PU43"
8,7,45,45,167,166,"45166",827,"AGR","TAS","C-",4320,"RUS","45167A0","0900063",0,"0",8490,8490,,,3667.68,3667.68,100,1,,644.69,644.69,759.35,100,1,1,1,497866,"26/01/2015","01","2015",2016,3,24,11037,11037,2015,-388269.44021,4823117.84025,184864304,2,18.030363,1989,0.7,0.99,0.32,359.21,"BSk",750,4,34,14,5,67,7,3,10,40,4,18,500,5,6,2,05/08/2015,150753165,646.4,1.59,2,193.52,1005.76,45,167,210,"R45",1065.49,45,167,210,"PU40",1072.19,45,167,210,"R44",3875.78,45,150,100,"U47",4071.36,45,150,100,"R52",4080.55,45,150,100,"R51",6493.34,45,72,210,"U44",6677.75,45,72,210,"U43",8032.7,45,72,210,"PU43"
8,7,45,45,167,166,"45166",827,"AGR","TAS","C-",4320,"RUS","45167A0","0900065",0,"0",9994,9994,,,4317.41,4317.41,100,1,,758.94,758.94,759.4,100,1,1,1,528603,"27/02/2014","02","2014",2016,3,24,8692.61,8692.61,2015,-388479.98377,4822774.18685,184864306,2,18.030363,1989,0.72,1,0.25,359.21,"BSk",750,4,34,14,5,67,7,3,10,40,4,18,500,5,6,2,05/08/2015,150750524,638.25,0.52,2,236.6,784.62,45,167,210,"R45",784.62,45,167,210,"R45",822.81,45,167,210,"PU40",822.81,45,167,210,"PU40",830.66,45,167,210,"R44",830.66,45,167,210,"R44",4022.72,45,150,100,"U47",4022.72,45,150,100,"U47",4237.54,45,150,100,"R52"
8,7,45,45,167,166,"45166",827,"AGR","TAS","C-",4320,"RUS","45167A0","0900065",0,"0",9994,9994,,,4317.41,4317.41,100,1,,758.94,758.94,759.4,100,1,1,1,497867,"26/01/2015","01","2015",2016,3,24,8245,8245,2015,-388479.98377,4822774.18685,184864306,2,18.030363,1989,0.72,1,0.25,359.21,"BSk",750,4,34,14,5,67,7,3,10,40,4,18,500,5,6,2,05/08/2015,150750524,638.25,0.52,2,236.6,784.62,45,167,210,"R45",784.62,45,167,210,"R45",822.81,45,167,210,"PU40",822.81,45,167,210,"PU40",830.66,45,167,210,"R44",830.66,45,167,210,"R44",4022.72,45,150,100,"U47",4022.72,45,150,100,"U47",4237.54,45,150,100,"R52"
8,7,45,45,167,166,"45166",827,"AGR","TAS","C-",4320,"RUS","45167A0","0900066",0,"0",14463,14463,,,6248.02,6248.02,100,1,,1098.38,1098.38,759.44,100,1,1,1,497868,"26/01/2015","01","2015",2016,3,24,18802,18802,2015,-388425.17486,4822838.15422,184864307,2,18.030363,1989,0.39,0.89,0.27,359.21,"BSk",750,4,34,14,5,67,7,3,10,40,4,18,500,5,6,2,05/08/2015,150750525,639,0.89,2,214.58,784.62,45,167,210,"R45",831.42,45,167,210,"PU40",838.43,45,167,210,"R44",3914.98,45,150,100,"U47",4124.51,45,150,100,"R52",4131.27,45,150,100,"R51",6705.06,45,72,210,"U44",6893.31,45,72,210,"U43",8252.54,45,72,210,"PU43"
8,7,45,45,142,141,"45141",827,"AGR","TAS","C-",4320,"RUS","45142A0","2700214",0,"0",10591,10591,,,4575.31,4575.31,100,1,,402.08,402.08,379.64,100,1,1,1,597943,"28/11/2014","11","2014",2016,3,68,4900,4900,2016,-366943.38414,4795401.34078,184864334,3,9.015182,1989,0.692,0.998,0.431,358.56,"BSk",750,1,34,14,5,61,7,3,10,40,4,3,500,5,6,2,12/10/2015,150721657,659.48,1.6,2,152.76,3441.5,45,142,100,"R52",3473,45,142,100,"R53",3591.39,45,142,100,"R52",7238.32,45,188,210,"U45",7534.2,45,188,210,"U45",7791.21,45,188,210,"U45",11215.61,45,186,450,"PR48",11292.65,45,186,450,"R48",11404.35,45,186,450,"R47"
8,7,45,45,167,166,"45166",827,"AGR","TAS","C-",4320,"RUS","45167A0","2300113",0,"0",171390,171390,,,74040.48,74040.48,100,1,,13017.12,13017.12,759.5,100,1,1,1,539734,"14/04/2014","04","2014",2016,3,74,109467.74,109467.74,2016,-389738.67126,4806308.52584,184864350,2,18.030363,1989,0.509,0.987,0.604,342.8,"BSk",750,1,34,14,5,61,7,3,10,40,4,3,500,5,6,2,03/10/2015,150749898,699.61,0.14,2,245.3,8607.64,45,176,100,"U42",8803.11,45,176,100,"U41",8927.26,45,176,100,"U40",9687.87,45,167,210,"PU41",10457.52,45,167,210,"PU41",10539.96,45,167,210,"PU41",10853.65,45,88,210,"U41",11075.7,45,88,210,"PU40",11380.92,45,88,210,"PU40"
8,7,45,45,167,166,"45166",827,"AGR","TAS","C-",4320,"RUS","45167A0","2600010",0,"0",21836,21836,,,9433.15,9433.15,100,1,,1658.34,1658.34,759.45,100,1,1,1,954911,"22/08/2013","08","2013",2016,2,,9000,9000,2015,-396459.74342,4808540.27419,184864389,2,18.030363,1989,0.261,0.999,0.8,343.95,"BSk",750,4,34,14,5,67,7,3,10,40,4,18,500,5,6,2,10/11/2015,150750024,701.51,0.18,2,222.03,3662.4,45,176,100,"U42",3821.85,45,176,100,"U41",3982.9,45,176,100,"U40",9218.52,45,167,210,"PU41",10130.11,45,167,210,"PU41",10432.14,45,167,210,"R46",12813.02,45,88,210,"U41",12947.71,45,88,210,"PU40",13017.28,45,88,210,"PU40"
8,7,45,45,167,166,"45166",827,"AGR","TAS","C-",4320,"RUS","45167A0","3000075",0,"0",82094,82094,,,35464.61,35464.61,100,1,,6235.02,6235.02,759.5,100,1,1,1,497863,"12/01/2015","01","2015",2016,3,76,6235.02,6235.02,2016,-398445.4879,4813507.50668,184864408,2,18.030363,1989,0.47,0.98,0.63,351.04,"BSk",750,4,34,14,5,67,7,3,10,40,4,18,500,5,6,2,05/08/2015,150747494,702.23,0.23,2,171.72,3992.81,45,176,100,"U42",4062.13,45,176,100,"U41",4093.02,45,176,100,"PU42",7124.37,45,167,210,"PU41",7908.37,45,167,210,"PU41",8068.2,45,167,210,"PR46",11053.79,45,194,100,"U45",11115.71,45,194,100,"U46",11176.88,45,194,100,"U48"
8,7,45,45,167,166,"45166",827,"AGR","TAS","C-",4320,"RUS","45167A0","0900081",0,"0",2244,2244,,,969.41,969.41,100,1,,158.93,158.93,708.24,100,1,1,1,497873,"26/01/2015","01","2015",2016,3,24,2917,2917,2015,-387911.64444,4823125.62007,184864434,3,16.828339,1989,0.6,1,0.52,359.21,"BSk",750,4,34,14,5,67,7,3,10,40,4,18,500,5,6,2,05/08/2015,150750701,651.2,2.74,2,218.28,1307.26,45,167,210,"R45",1349.98,45,167,210,"PU40",1357.34,45,167,210,"R44",3619.68,45,150,100,"U47",3812.9,45,150,100,"R52",3822.39,45,150,100,"R51",6513.28,45,72,210,"U44",6690.86,45,72,210,"U43",8037.27,45,72,210,"PU43"
8,7,45,45,167,166,"45166",827,"AGR","TAS","C-",4320,"RUS","45167A0","0900093",0,"0",17367,17367,,,7502.54,7502.54,100,1,,1318.93,1318.93,759.45,100,1,1,1,497877,"26/01/2015","01","2015",2016,3,24,22577,22577,2015,-387984.72013,4823544.24144,184864442,2,18.030363,1989,0.81,1,0.23,359.21,"BSk",750,4,34,14,5,67,7,3,10,40,4,18,500,5,6,2,05/08/2015,150750912,648.27,1.12,2,229.95,1306.37,45,167,210,"R45",1400.54,45,167,210,"R46",1406.13,45,167,210,"R44",3665.24,45,150,100,"U47",3827.6,45,150,100,"R52",3842.16,45,150,100,"R51",6148.11,45,72,210,"U44",6326.4,45,72,210,"U43",7673.94,45,72,210,"PU43"
8,7,45,45,167,166,"45166",827,"AGR","TAS","C-",4320,"RUS","45167A0","0900094",0,"0",15973,15973,,0,6900.34,6900.34,100,1,0,1213.04,1213.04,759.43,100,1,1,1,497878,"26/01/2015","01","2015",2016,3,24,20765,20765,2015,-387996.7325,4823678.87497,184864443,2,18.030363,1989,0.46,0.98,0.71,364.1,"BSk",750,4,34,14,5,67,7,3,10,40,4,18,500,5,6,2,05/08/2015,150750913,649.31,1.24,2,210.08,1304.7,45,167,210,"R45",1400.54,45,167,210,"R46",1408.86,45,167,210,"R44",3620.01,45,150,100,"U47",3769.74,45,150,100,"R52",3786.24,45,150,100,"R51",6064.03,45,72,210,"U44",6238.4,45,72,210,"U43",7583.18,45,72,210,"PU43"
